TrainingSlot,ValidationSlot,Sensor,Min,Max,Std,Avg,
16,37,TV,17721,31007,"2,300.14","22,166.34",
2,15,RI,15546,29531,"2,252.49","22,196.32",
38,1,BV,16000,35513,"2,586.63","22,210.10",
14,4,BV,16861,28719,"2,034.04","22,230.12",
40,38,RI,15839,28959,"2,588.45","22,232.39",
38,25,RI,15261,29600,"2,591.09","22,267.39",
1,2,LI,14833,35175,"3,679.21","22,268.22",
2,13,RI,16936,31063,"2,723.34","22,275.74",
16,1,TV,16875,33038,"2,513.48","22,277.20",
1,2,TI,12760,32682,"4,293.67","22,298.54",
39,37,LI,14535,30993,"3,736.38","22,305.33",
15,37,BV,16641,27084,"2,016.43","22,311.39",
25,28,LV,14319,32129,"3,291.39","22,324.99",
15,25,BV,16806,30405,"2,433.51","22,375.74",
2,25,BV,18896,28650,"1,980.29","22,405.14",
26,39,TI,14281,32066,"3,911.25","22,434.67",
16,27,BV,17102,29631,"1,879.73","22,458.74",
16,40,BI,18458,28493,"1,894.74","22,460.64",
37,3,BV,18063,29598,"2,303.47","22,463.00",
27,25,RI,12735,32067,"3,611.20","22,463.18",
39,38,RI,13434,44998,"4,166.55","22,503.42",
1,25,RI,14105,33690,"3,878.19","22,505.78",
2,27,BI,10915,32974,"3,686.02","22,537.64",
1,37,BV,15480,28550,"2,493.38","22,544.71",
14,39,BI,14096,36009,"3,971.82","22,552.14",
4,26,BV,15902,30175,"2,918.25","22,556.99",
4,2,RI,16824,30332,"2,601.83","22,564.04",
38,27,RI,14940,29616,"2,814.93","22,569.90",
4,28,RI,15940,30633,"2,912.05","22,597.40",
26,13,RI,17189,31368,"2,391.11","22,603.30",
25,28,TI,15340,36433,"3,733.84","22,636.60",
27,4,BV,16954,28935,"2,355.80","22,641.76",
16,38,BV,17066,29704,"2,583.27","22,658.40",
16,3,TV,16869,33394,"2,556.57","22,666.98",
28,25,BI,17746,30983,"2,285.54","22,681.38",
2,39,BI,15364,36302,"2,988.36","22,708.40",
13,37,BV,15314,28543,"2,165.80","22,720.69",
25,26,TI,15511,34913,"3,448.21","22,726.56",
2,38,BV,17620,30526,"2,442.63","22,781.15",
3,27,RI,9077,30110,"2,746.96","22,799.50",
4,2,BI,15024,31489,"3,097.37","22,804.78",
14,37,BI,13234,32240,"3,119.53","22,832.71",
26,4,RI,15523,28476,"2,488.44","22,840.29",
25,27,RI,16413,30132,"2,772.25","22,849.19",
1,26,BV,17942,30783,"2,488.44","22,864.20",
2,39,BV,15182,29517,"1,891.49","22,866.80",
16,1,BV,17409,34271,"2,924.25","22,870.03",
28,1,LI,12716,35135,"4,781.62","22,928.91",
13,14,TI,15133,35279,"3,676.37","22,930.33",
38,25,BI,15344,29874,"2,498.23","22,947.17",
4,27,LI,9479,33759,"3,975.51","22,969.77",
4,25,LI,14816,36037,"4,043.26","22,973.38",
38,1,LI,12945,32406,"3,909.78","22,996.35",
1,3,RV,15991,28222,"2,489.79","23,023.79",
3,2,RI,15321,37643,"3,973.54","23,036.89",
14,1,TV,16027,40851,"3,151.33","23,042.50",
